#TYPE Microsoft.UpdateServices.Internal.BaseApi.ComputerTarget
"ComputerGroup","UpdateServer","Id","FullDomainName","IPAddress","Make","Model","BiosInfo","OSInfo","OSArchitecture","ClientVersion","OSFamily","OSDescription","ComputerRole","LastSyncTime","LastSyncResult","LastReportedStatusTime","LastReportedInventoryTime","RequestedTargetGroupName","RequestedTargetGroupNames","ComputerTargetGroupIds","ParentServerId","SyncsFromDownstreamServer"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","c71b736e-c8fe-4881-9c81-70d5abe9df95","acs3.deltabank.co.yu","10.35.5.103","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 07:44:36","Succeeded","03.07.2017 07:49:34","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","57a22409-ae3e-4639-8808-5eb397a5806d","wbnode3.deltabank.co.yu","10.34.2.70","IBM","System x3850 X5 / x3950 X5 -[7143WVX]-","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Enterprise Edition","Server","03.07.2017 09:24:15","Succeeded","03.07.2017 09:29:08","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","1ae6fbae-9451-42c5-923c-63f6fb8e802c","phonex.deltabank.co.yu","10.35.5.30","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 00:42:34","Succeeded","03.07.2017 00:42:36","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","5035a78c-dfc0-4525-8650-ca775182cc8c","dc-bg-01.deltabank.co.yu","10.35.170.21","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 03:13:23","Succeeded","03.07.2017 03:13:23","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","5882b6ec-ee22-4c28-b65a-7477eaa0b0d8","nsd-01-prn-01.deltabank.co.yu","10.34.21.218","Hewlett-Packard","HP Compaq 6000 Pro SFF PC","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 01:15:36","Succeeded","03.07.2017 01:15:39","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","55bb2e0a-237b-4135-8aec-b12cd7b1e288","hvserver.deltabank.co.yu","10.35.39.11","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 09:05:54","Succeeded","03.07.2017 09:19:44","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","556e67a2-1176-4062-b00d-bbe5a16d66ff","ict-syslog-01.deltabank.co.yu","10.35.45.170","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 08:40:04","Succeeded","03.07.2017 08:45:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","07a04497-9081-453a-accd-0028a134f598","sasmeta.deltabank.co.yu","10.34.2.29","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 10:31:25","Succeeded","03.07.2017 10:45:19","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a4351d32-e76f-4d48-be85-f5cada876129","se-secsql.deltabank.co.yu","10.35.221.99","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 R2 Enterprise Edition","Server","03.07.2017 01:50:16","Succeeded","03.07.2017 01:55:02","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","0c276981-8995-47ed-9dfc-63ac7474a94e","csapp1.deltabank.co.yu","10.34.2.182","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 03:03:45","Succeeded","03.07.2017 03:17:59","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","3ffee6a1-b416-44dd-8a25-9eeb1657f13e","web-phonex.deltabank.co.yu","10.35.5.31","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 22:31:38","Succeeded","02.07.2017 22:31:38","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","38074a7e-4d31-4aa7-8529-9de29f90fa59","weblocal-01.deltabank.co.yu","10.34.2.40","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Enterprise Edition","Server","03.07.2017 06:25:51","Succeeded","03.07.2017 06:29:07","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","efee8eb4-7457-4099-9f0b-b7c880729342","tshprn-cu-01.deltabank.co.yu","10.34.111.39","Hewlett-Packard","HP Compaq 6000 Pro SFF PC","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 04:34:52","Succeeded","03.07.2017 04:34:54","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","383e1bd7-512b-49a6-b5dc-a2991a01928c","edms05.deltabank.co.yu","10.34.2.169","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 03:39:37","Succeeded","03.07.2017 03:47:48","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a0fb2558-ecbc-4642-8d9d-89993178f934","inexnlb1.deltabank.co.yu","10.34.2.176","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 10:02:30","Succeeded","03.07.2017 10:12:08","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","9e8dd0ca-df63-48b0-8782-287e0d83fac2","ex-node-02.deltabank.co.yu","10.35.46.22","HP","ProLiant DL380e Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16731","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 11:35:32","Succeeded","03.07.2017 11:35:34","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","b4e3cf2d-42de-4fda-8995-9465ac4bb063","obr-mas-17.deltabank.co.yu","10.35.131.62","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 19:17:13","Succeeded","02.07.2017 19:31:30","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","457668c4-5cf2-4630-90a9-5ddf07626c30","ex-gc-02.deltabank.co.yu","10.35.45.10","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 03:06:32","Succeeded","03.07.2017 03:06:32","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","b559c9a5-8263-4511-97f3-324835cf0e91","ebanksysmng.deltabank.co.yu","10.34.2.87","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 23:49:53","Succeeded","03.07.2017 00:00:00","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","c34fc30f-94a4-435b-9a32-3175db3d2ec6","elearning.deltabank.co.yu","10.35.45.12","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 05:56:46","Succeeded","03.07.2017 06:11:22","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","04890ef3-4c47-4256-98b6-6496c9474140","vasco1.deltabank.co.yu","10.35.5.111","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 03:11:42","Succeeded","03.07.2017 03:25:21","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","f8bbd852-2675-4464-a651-19d02ecb9d12","spk2retail-01.deltabank.co.yu","10.34.2.17","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 05:41:27","Succeeded","03.07.2017 05:43:51","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","bddff31d-d472-49d8-9392-af5ee6790d48","almprotest01.deltabank.co.yu","10.35.153.151","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 13:35:42","Succeeded","03.07.2017 13:45:49","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","1618cd18-6ae9-44ef-93e9-d2d0dd4861c2","mobi-app-1.online.banka","10.0.0.162","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:18:09","Succeeded","02.07.2017 22:30:32","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","2e5e8daa-9b76-457e-aadb-c8ea72f992eb","ob-adapter1.ebank.delta","10.0.0.115","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 07:27:21","Succeeded","03.07.2017 07:29:04","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","86b558b0-dd9c-4889-b52f-c94ab998e22d","ob-adapter-vip.ebank.delta","10.0.0.116","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","02.07.2017 23:34:56","Succeeded","02.07.2017 23:34:57","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","4574c366-c9b4-46a6-8cdf-5e50ae7ba588","cw-web-gateway.ebank.delta","10.0.0.137","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:15:24","Succeeded","02.07.2017 22:44:14","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","78744fe7-fa5f-4d16-9a69-b7d606bc7e8c","ssebank2.ebank.delta","10.0.0.159","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 13:35:52","Succeeded","03.07.2017 13:46:19","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","6d87bf3e-bded-4344-b7a6-c333ddb59d4e","ob-gateway.ebank.delta","10.0.0.118","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 04:27:01","Succeeded","03.07.2017 04:39:30","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","79738fe0-6638-42c1-85ff-dd19c806c18f","newapp-online-1.online.banka","10.0.0.34","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 03:55:42","Succeeded","03.07.2017 04:00:21","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","8b53848b-ed87-41d4-b7a1-9b5d3ffa006f","mb-app-2.ebank.delta","10.0.0.93","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","02.07.2017 22:22:09","Succeeded","02.07.2017 22:27:35","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod2 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","9b2f4f37-c903-49a7-b40e-6ab7452a79a0","vmailserver2.ebank.delta","10.0.0.64","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 12:18:18","Succeeded","03.07.2017 12:32:31","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
