#TYPE Microsoft.UpdateServices.Internal.BaseApi.ComputerTarget
"ComputerGroup","UpdateServer","Id","FullDomainName","IPAddress","Make","Model","BiosInfo","OSInfo","OSArchitecture","ClientVersion","OSFamily","OSDescription","ComputerRole","LastSyncTime","LastSyncResult","LastReportedStatusTime","LastReportedInventoryTime","RequestedTargetGroupName","RequestedTargetGroupNames","ComputerTargetGroupIds","ParentServerId","SyncsFromDownstreamServer"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","2aaa8448-fddb-40dc-8b3c-1faf7187faa4","intcomm01.deltabank.co.yu","10.135.130.200","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 23:20:36","Succeeded","02.07.2017 23:33:48","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","57b81e5c-f3ec-4a47-b65c-429a9e592a69","homerdb.deltabank.co.yu","10.34.2.39","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 08:03:29","Succeeded","03.07.2017 08:17:04","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","957a701a-b37a-4f15-a900-5d9bf9f68571","tsp-bg-01.deltabank.co.yu","10.35.45.18","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 21:31:39","Succeeded","02.07.2017 22:30:08","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","642fab61-7cd1-4c03-8988-bf401a6fe458","sccm-bg-01.deltabank.co.yu","10.35.45.25","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.9.9600.18696","Windows","Windows 6.3","Server","03.07.2017 02:43:43","Succeeded","03.07.2017 02:51:47","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","85cffac4-2ab3-4fbe-8035-349f07f51cd1","bgdsql-node1.deltabank.co.yu","10.35.106.82","HP","ProLiant DL380e Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Enterprise Edition","Server","03.07.2017 05:45:18","Succeeded","03.07.2017 05:48:21","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","40bf4b36-1c62-4f79-a8bd-a2d9a562838d","sasappl.deltabank.co.yu","10.34.2.26","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 06:35:44","Succeeded","03.07.2017 06:47:13","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","dc3c0fc2-5d6e-4195-9294-1782035bf6a3","tshprn-ns-01.deltabank.co.yu","10.135.106.218","Hewlett-Packard","HP Compaq 6000 Pro SFF PC","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 22:26:02","Succeeded","02.07.2017 22:26:05","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a0397ba1-0224-4e85-a3b7-8a0477b9f1b1","fsi-node1.deltabank.co.yu","10.35.45.65","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7600.256","Windows","Windows Server 2008 Enterprise Edition (full installation)","Server","03.07.2017 06:55:53","Succeeded","03.07.2017 07:06:31","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","f156ccc7-2cf9-4502-923b-9e7d66d6b516","commnbj01.deltabank.co.yu","10.135.130.201","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:29:39","Succeeded","02.07.2017 22:59:35","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","8210bbcc-0204-481c-bc8d-984bcc534f72","almpro4.deltabank.co.yu","10.34.2.144","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 05:57:33","Succeeded","03.07.2017 06:07:07","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","70a89c96-56c5-4dd0-a503-f051b216323f","sec-dr-01.deltabank.co.yu","10.135.53.52","HP","ProLiant DL360 Gen9","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 21:27:41","Succeeded","02.07.2017 22:21:14","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","60bc0a4a-92d6-4cb2-8031-4fdc7c2409c4","dhcp-bg1.deltabank.co.yu","10.35.170.41","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16384","Windows","Windows Server 2003 Standard x64 Edition","Server","03.07.2017 00:43:17","Succeeded","03.07.2017 00:43:18","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","4ce26bdf-6c93-4bb7-b949-6b40869b2eb8","rizone2.deltabank.co.yu","10.35.45.21","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:22:36","Succeeded","02.07.2017 22:34:26","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","06d9a2e3-bb91-419d-9a0b-4f721776e2e1","iam-bi2.deltabank.co.yu","10.34.2.208","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:33:58","Succeeded","02.07.2017 22:33:59","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","bcbb1d75-e37e-4bdd-9b2c-908b80888bfb","efms-srv.deltabank.co.yu","10.35.106.95","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 23:28:47","Succeeded","02.07.2017 23:37:51","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","6ddd9e76-1e5b-4900-b900-0ee345a6c355","ex-node-01.deltabank.co.yu","10.35.46.21","HP","ProLiant DL380e Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.8.9200.16731","Windows","Windows Server 2003 Standard x64 Edition","Server","02.07.2017 22:31:56","Succeeded","02.07.2017 22:31:56","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","bcb3b55a-4bd5-49ce-8aeb-d2ba6b2efbbe","dr-ciscoworks.deltabank.co.yu","10.135.53.9","HP","ProLiant BL460c Gen8","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 09:39:38","Succeeded","03.07.2017 09:49:23","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","98589834-6d4b-4efa-bf30-df04c39f2b3c","csapp2.deltabank.co.yu","10.34.2.183","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:27:46","Succeeded","02.07.2017 22:27:47","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","7a7bea20-b9f0-4106-ae58-2a52bde64410","ict-barcode-01.deltabank.co.yu","10.35.45.58","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 04:31:52","Succeeded","03.07.2017 04:40:42","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","ce096599-79ad-4c7d-bad3-f62a778e8f80","se-bg-file.deltabank.co.yu","10.35.221.146","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:21:26","Succeeded","02.07.2017 22:26:41","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","7b31dfcc-9e9d-4b36-9407-3b8ca8df3b63","ticataurora.deltabank.co.yu","10.34.2.21","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 01:47:38","Succeeded","03.07.2017 01:52:56","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","338c3c39-867a-41ff-891b-6eb52a47473b","projectsql.deltabank.co.yu","10.34.2.211","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:20:49","Succeeded","02.07.2017 22:28:29","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","61f258ab-b1d7-4a29-bae5-3913901c0114","mb-app-1.ebank.delta","10.0.0.92","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","03.07.2017 02:30:01","Succeeded","03.07.2017 02:34:32","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a1b2ec59-869c-4afc-9453-d2887e043db8","adapter1.ebank.delta","10.0.0.28","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 06:39:50","Succeeded","03.07.2017 06:53:22","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","037f597d-4249-4f43-810a-b7a6fd948fd2","ssebank1.ebank.delta","10.0.0.158","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 00:04:59","Succeeded","03.07.2017 00:12:39","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","786963ca-695b-4480-9329-231e2b4474df","identikey2.online.banka","10.0.0.140","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","02.07.2017 22:16:12","Succeeded","02.07.2017 22:24:47","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","a558ab01-f265-4a5f-93c8-5e5b66a84421","fc3vmailserver1.deltabank.co.yu","10.35.160.63","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","02.07.2017 23:20:04","Succeeded","02.07.2017 23:46:36","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","10ecf639-6d37-4e80-b8de-cc9b47854f6a","vqtransfer1.ebank.delta","10.0.0.65","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 08:34:43","Succeeded","03.07.2017 08:48:41","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","007f774f-7c03-4f2d-9204-dad3a05f5348","vpnebank1.ebank.delta","10.0.0.220","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2003 Standard Edition","Server","03.07.2017 11:58:30","Succeeded","03.07.2017 12:01:10","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","d8644ceb-462e-4f3b-8e55-ce248ab35024","cw-adapter-01.ebank.delta","10.0.0.136","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 00:36:28","Succeeded","03.07.2017 00:49:18","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","834c34c8-e5ec-4150-8679-55ef3668a386","ob-adapter-arch.ebank.delta","10.0.0.117","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","x86","7.6.7600.256","Windows","Windows Server 2008 Standard Edition (full installation)","Server","02.07.2017 21:30:12","Succeeded","02.07.2017 22:24:59","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
"Prod1 All Computers","Microsoft.UpdateServices.Internal.BaseApi.UpdateServer","f12f3b29-85d4-4312-b868-f966a5ec2bfc","ob-adapter2.ebank.delta","10.0.0.215","VMware, Inc.","VMware Virtual Platform","Microsoft.UpdateServices.Administration.BiosInfo","Microsoft.UpdateServices.Administration.OSInfo","AMD64","7.6.7601.23806","Windows","Windows Server 2008 R2 Standard Edition","Server","03.07.2017 02:50:24","Succeeded","03.07.2017 02:57:11","01.01.0001 00:00:00","","System.Collections.Specialized.StringCollection","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Guid]","00000000-0000-0000-0000-000000000000","False"
